matrix time rows cols nnz iters method
nasa4704_other/nasa4704.mtx 0.191737 4704 4704 104756 1024 native
nasa4704_other/nasa4704.mtx 0.693006 4704 4704 104756 1024 opencl
nasa4704_other/nasa4704.mtx 0.344317 4704 4704 104756 1024 clgpu
nasasrb/nasasrb.mtx 7.93196 54870 54870 2677324 1024 native
nasasrb/nasasrb.mtx 5.1404 54870 54870 2677324 1024 opencl
nasasrb/nasasrb.mtx 2.43412 54870 54870 2677324 1024 clgpu
pwt/pwt.mtx 1.19017 36519 36519 326107 1024 native
pwt/pwt.mtx 1.41404 36519 36519 326107 1024 opencl
pwt/pwt.mtx 0.681592 36519 36519 326107 1024 clgpu
skirt_other/skirt.mtx 0.642239 12598 12598 196520 1024 native
skirt_other/skirt.mtx 0.897501 12598 12598 196520 1024 opencl
skirt_other/skirt.mtx 0.427496 12598 12598 196520 1024 clgpu
nemeth01/nemeth01.mtx 1.95514 9506 9506 725054 1024 native
nemeth01/nemeth01.mtx 1.71445 9506 9506 725054 1024 opencl
nemeth01/nemeth01.mtx 0.909697 9506 9506 725054 1024 clgpu
nemeth02/nemeth02.mtx 1.0904 9506 9506 394808 1024 native
nemeth02/nemeth02.mtx 1.21988 9506 9506 394808 1024 opencl
nemeth02/nemeth02.mtx 0.619 9506 9506 394808 1024 clgpu
nemeth03/nemeth03.mtx 1.15039 9506 9506 394808 1024 native
nemeth03/nemeth03.mtx 1.20492 9506 9506 394808 1024 opencl
nemeth03/nemeth03.mtx 0.583604 9506 9506 394808 1024 clgpu
nemeth04/nemeth04.mtx 1.13235 9506 9506 394808 1024 native
nemeth04/nemeth04.mtx 1.20731 9506 9506 394808 1024 opencl
nemeth04/nemeth04.mtx 0.591428 9506 9506 394808 1024 clgpu
nemeth05/nemeth05.mtx 1.15752 9506 9506 394808 1024 native
nemeth05/nemeth05.mtx 1.20032 9506 9506 394808 1024 opencl
nemeth05/nemeth05.mtx 0.604549 9506 9506 394808 1024 clgpu
nemeth06/nemeth06.mtx 1.15368 9506 9506 394808 1024 native
nemeth06/nemeth06.mtx 1.21457 9506 9506 394808 1024 opencl
nemeth06/nemeth06.mtx 0.593856 9506 9506 394808 1024 clgpu
nemeth07/nemeth07.mtx 1.167 9506 9506 394812 1024 native
nemeth07/nemeth07.mtx 1.21083 9506 9506 394812 1024 opencl
nemeth07/nemeth07.mtx 0.590109 9506 9506 394812 1024 clgpu
nemeth08/nemeth08.mtx 1.15323 9506 9506 394816 1024 native
nemeth08/nemeth08.mtx 1.20201 9506 9506 394816 1024 opencl
nemeth08/nemeth08.mtx 0.583071 9506 9506 394816 1024 clgpu
nemeth10/nemeth10.mtx 1.1769 9506 9506 401448 1024 native
nemeth10/nemeth10.mtx 1.20999 9506 9506 401448 1024 opencl
nemeth10/nemeth10.mtx 0.605362 9506 9506 401448 1024 clgpu
nemeth11/nemeth11.mtx 1.18805 9506 9506 408264 1024 native
nemeth11/nemeth11.mtx 1.28103 9506 9506 408264 1024 opencl
nemeth11/nemeth11.mtx 0.63379 9506 9506 408264 1024 clgpu
nemeth12/nemeth12.mtx 1.31393 9506 9506 446818 1024 native
nemeth12/nemeth12.mtx 1.41952 9506 9506 446818 1024 opencl
nemeth12/nemeth12.mtx 0.648286 9506 9506 446818 1024 clgpu
nemeth13/nemeth13.mtx 1.41747 9506 9506 474472 1024 native
nemeth13/nemeth13.mtx 1.39542 9506 9506 474472 1024 opencl
nemeth13/nemeth13.mtx 0.691748 9506 9506 474472 1024 clgpu
nemeth14/nemeth14.mtx 1.44688 9506 9506 496144 1024 native
nemeth14/nemeth14.mtx 1.40568 9506 9506 496144 1024 opencl
nemeth14/nemeth14.mtx 0.721263 9506 9506 496144 1024 clgpu
nemeth15/nemeth15.mtx 1.51449 9506 9506 539802 1024 native
nemeth15/nemeth15.mtx 1.41872 9506 9506 539802 1024 opencl
nemeth15/nemeth15.mtx 0.766963 9506 9506 539802 1024 clgpu
nemeth16/nemeth16.mtx 1.59466 9506 9506 587012 1024 native
nemeth16/nemeth16.mtx 1.53761 9506 9506 587012 1024 opencl
nemeth16/nemeth16.mtx 0.808413 9506 9506 587012 1024 clgpu
nemeth17/nemeth17.mtx 1.68734 9506 9506 629620 1024 native
nemeth17/nemeth17.mtx 1.59667 9506 9506 629620 1024 opencl
nemeth17/nemeth17.mtx 0.834564 9506 9506 629620 1024 clgpu
nemeth18/nemeth18.mtx 1.9018 9506 9506 695234 1024 native
nemeth18/nemeth18.mtx 1.66497 9506 9506 695234 1024 opencl
nemeth18/nemeth18.mtx 0.890147 9506 9506 695234 1024 clgpu
nemeth20/nemeth20.mtx 2.54991 9506 9506 971870 1024 native
nemeth20/nemeth20.mtx 1.9853 9506 9506 971870 1024 opencl
nemeth20/nemeth20.mtx 1.09882 9506 9506 971870 1024 clgpu
nemeth21/nemeth21.mtx 3.031 9506 9506 1173746 1024 native
nemeth21/nemeth21.mtx 2.27906 9506 9506 1173746 1024 opencl
nemeth21/nemeth21.mtx 1.24308 9506 9506 1173746 1024 clgpu
nemeth22/nemeth22.mtx 3.46954 9506 9506 1358832 1024 native
nemeth22/nemeth22.mtx 2.45332 9506 9506 1358832 1024 opencl
nemeth22/nemeth22.mtx 1.35986 9506 9506 1358832 1024 clgpu
nemeth23/nemeth23.mtx 3.80744 9506 9506 1506810 1024 native
nemeth23/nemeth23.mtx 2.67059 9506 9506 1506810 1024 opencl
nemeth23/nemeth23.mtx 1.45511 9506 9506 1506810 1024 clgpu
nemeth24/nemeth24.mtx 3.85637 9506 9506 1506550 1024 native
nemeth24/nemeth24.mtx 2.65817 9506 9506 1506550 1024 opencl
nemeth24/nemeth24.mtx 1.44605 9506 9506 1506550 1024 clgpu
nemeth25/nemeth25.mtx 3.86852 9506 9506 1511758 1024 native
nemeth25/nemeth25.mtx 2.65237 9506 9506 1511758 1024 opencl
nemeth25/nemeth25.mtx 1.48125 9506 9506 1511758 1024 clgpu
nemeth26/nemeth26.mtx 3.85235 9506 9506 1511760 1024 native
nemeth26/nemeth26.mtx 2.67017 9506 9506 1511760 1024 opencl
nemeth26/nemeth26.mtx 1.47231 9506 9506 1511760 1024 clgpu
aft01/aft01.mtx 0.167874 8205 8205 125567 1024 native
aft01/aft01.mtx 0.709167 8205 8205 125567 1024 opencl
aft01/aft01.mtx 0.354494 8205 8205 125567 1024 clgpu
aft02/aft02.mtx 0.210679 8184 8184 127762 1024 native
aft02/aft02.mtx 0.73189 8184 8184 127762 1024 opencl
aft02/aft02.mtx 0.359169 8184 8184 127762 1024 clgpu
lp_nug06/lp_nug06.mtx 0.00272461 372 486 2232 1024 native
lp_nug06/lp_nug06.mtx 0.515589 372 486 2232 1024 opencl
lp_nug06/lp_nug06.mtx 0.256888 372 486 2232 1024 clgpu
lp_nug07/lp_nug07.mtx 0.00455825 602 931 4214 1024 native
lp_nug07/lp_nug07.mtx 0.521351 602 931 4214 1024 opencl
lp_nug07/lp_nug07.mtx 0.266326 602 931 4214 1024 clgpu
lp_nug08/lp_nug08.mtx 0.00765105 912 1632 7296 1024 native
lp_nug08/lp_nug08.mtx 0.52171 912 1632 7296 1024 opencl
lp_nug08/lp_nug08.mtx 0.268732 912 1632 7296 1024 clgpu
lp_nug12/lp_nug12.mtx 0.0406684 3192 8856 38304 1024 native
lp_nug12/lp_nug12.mtx 0.577275 3192 8856 38304 1024 opencl
lp_nug12/lp_nug12.mtx 0.31968 3192 8856 38304 1024 clgpu
lp_nug15/lp_nug15.mtx 0.137566 6330 22275 94950 1024 native
lp_nug15/lp_nug15.mtx 0.744807 6330 22275 94950 1024 opencl
lp_nug15/lp_nug15.mtx 0.359854 6330 22275 94950 1024 clgpu
lp_nug20/lp_nug20.mtx 1.09448 15240 72600 304800 1024 native
lp_nug20/lp_nug20.mtx 1.36089 15240 72600 304800 1024 opencl
lp_nug20/lp_nug20.mtx 0.691449 15240 72600 304800 1024 clgpu
lp_nug30/lp_nug30.mtx 11.0825 52260 379350 1567800 1024 native
lp_nug30/lp_nug30.mtx 4.48094 52260 379350 1567800 1024 opencl
lp_nug30/lp_nug30.mtx 2.34863 52260 379350 1567800 1024 clgpu
xenon1/xenon1.mtx 3.77355 48600 48600 1181120 1024 native
xenon1/xenon1.mtx 2.59232 48600 48600 1181120 1024 opencl
xenon1/xenon1.mtx 1.39781 48600 48600 1181120 1024 clgpu
xenon2/xenon2.mtx 12.2561 157464 157464 3866688 1024 native
xenon2/xenon2.mtx 7.55666 157464 157464 3866688 1024 opencl
xenon2/xenon2.mtx 3.68495 157464 157464 3866688 1024 clgpu
cfd1/cfd1.mtx 5.66154 70656 70656 1828364 1024 native
cfd1/cfd1.mtx 3.81701 70656 70656 1828364 1024 opencl
cfd1/cfd1.mtx 1.95738 70656 70656 1828364 1024 clgpu
cfd2/cfd2.mtx 9.84561 123440 123440 3087898 1024 native
cfd2/cfd2.mtx 5.82836 123440 123440 3087898 1024 opencl
cfd2/cfd2.mtx 3.01912 123440 123440 3087898 1024 clgpu
gearbox/gearbox.mtx 24.7929 153746 153746 9080404 1024 native
gearbox/gearbox.mtx 13.911 153746 153746 9080404 1024 opencl
gearbox/gearbox.mtx 8.73861 153746 153746 9080404 1024 clgpu
struct3/struct3.mtx 3.87108 53570 53570 1173694 1024 native
struct3/struct3.mtx 2.69478 53570 53570 1173694 1024 opencl
struct3/struct3.mtx 1.43787 53570 53570 1173694 1024 clgpu
struct4/struct4.mtx 0.690792 4350 4350 237798 1024 native
struct4/struct4.mtx 0.916932 4350 4350 237798 1024 opencl
struct4/struct4.mtx 0.396659 4350 4350 237798 1024 clgpu
shyy161/shyy161.mtx 1.19747 76480 76480 329762 1024 native
shyy161/shyy161.mtx 1.41934 76480 76480 329762 1024 opencl
shyy161/shyy161.mtx 0.889641 76480 76480 329762 1024 clgpu
shyy41/shyy41.mtx 0.025361 4720 4720 20042 1024 native
shyy41/shyy41.mtx 0.572748 4720 4720 20042 1024 opencl
shyy41/shyy41.mtx 0.288468 4720 4720 20042 1024 clgpu
bbmat/bbmat.mtx 5.26408 38744 38744 1771722 1024 native
bbmat/bbmat.mtx 3.46745 38744 38744 1771722 1024 opencl
bbmat/bbmat.mtx 1.76066 38744 38744 1771722 1024 clgpu
olafu/olafu.mtx 2.84376 16146 16146 1015156 1024 native
olafu/olafu.mtx 2.1275 16146 16146 1015156 1024 opencl
olafu/olafu.mtx 1.1516 16146 16146 1015156 1024 clgpu
raefsky2/raefsky2.mtx 0.805989 3242 3242 294276 1024 native
raefsky2/raefsky2.mtx 0.930724 3242 3242 294276 1024 opencl
raefsky2/raefsky2.mtx 0.459958 3242 3242 294276 1024 clgpu
raefsky3/raefsky3.mtx 4.22629 21200 21200 1488768 1024 native
raefsky3/raefsky3.mtx 2.91725 21200 21200 1488768 1024 opencl
raefsky3/raefsky3.mtx 1.48198 21200 21200 1488768 1024 clgpu
raefsky4/raefsky4.mtx 3.75947 19779 19779 1328611 1024 native
raefsky4/raefsky4.mtx 2.66722 19779 19779 1328611 1024 opencl
raefsky4/raefsky4.mtx 1.38334 19779 19779 1328611 1024 clgpu
raefsky5/raefsky5.mtx 0.411349 6316 6316 168658 1024 native
raefsky5/raefsky5.mtx 0.791726 6316 6316 168658 1024 opencl
raefsky5/raefsky5.mtx 0.376414 6316 6316 168658 1024 clgpu
raefsky6/raefsky6.mtx 0.271294 3402 3402 137845 1024 native
raefsky6/raefsky6.mtx 0.735317 3402 3402 137845 1024 opencl
raefsky6/raefsky6.mtx 0.35041 3402 3402 137845 1024 clgpu
venkat01/venkat01.mtx 5.45463 62424 62424 1717792 1024 native
venkat01/venkat01.mtx 3.46775 62424 62424 1717792 1024 opencl
venkat01/venkat01.mtx 1.81703 62424 62424 1717792 1024 clgpu
venkat25/venkat25.mtx 5.44128 62424 62424 1717792 1024 native
venkat25/venkat25.mtx 3.49751 62424 62424 1717792 1024 opencl
venkat25/venkat25.mtx 1.82107 62424 62424 1717792 1024 clgpu
venkat50/venkat50.mtx 5.40759 62424 62424 1717792 1024 native
venkat50/venkat50.mtx 3.47184 62424 62424 1717792 1024 opencl
venkat50/venkat50.mtx 1.80209 62424 62424 1717792 1024 clgpu
utm1700b/utm1700b.mtx 0.0411861 1700 1700 21509 1024 native
utm1700b/utm1700b.mtx 0.571302 1700 1700 21509 1024 opencl
utm1700b/utm1700b.mtx 0.284672 1700 1700 21509 1024 clgpu
utm3060/utm3060.mtx 0.0770883 3060 3060 42211 1024 native
utm3060/utm3060.mtx 0.564483 3060 3060 42211 1024 opencl
utm3060/utm3060.mtx 0.292579 3060 3060 42211 1024 clgpu
utm5940/utm5940.mtx 0.146009 5940 5940 83842 1024 native
utm5940/utm5940.mtx 0.683767 5940 5940 83842 1024 opencl
utm5940/utm5940.mtx 0.328208 5940 5940 83842 1024 clgpu
av41092/av41092.mtx 4.70252 41092 41092 1683902 1024 native
av41092/av41092.mtx 3.7165 41092 41092 1683902 1024 opencl
av41092/av41092.mtx 1.80537 41092 41092 1683902 1024 clgpu
swang1/swang1.mtx 0.0312768 3169 3169 20841 1024 native
swang1/swang1.mtx 0.540808 3169 3169 20841 1024 opencl
swang1/swang1.mtx 0.286239 3169 3169 20841 1024 clgpu
swang2/swang2.mtx 0.0312167 3169 3169 20841 1024 native
swang2/swang2.mtx 0.570885 3169 3169 20841 1024 opencl
swang2/swang2.mtx 0.284908 3169 3169 20841 1024 clgpu
wang1/wang1.mtx 0.0249604 2903 2903 19093 1024 native
wang1/wang1.mtx 0.561725 2903 2903 19093 1024 opencl
wang1/wang1.mtx 0.300269 2903 2903 19093 1024 clgpu
wang2/wang2.mtx 0.0251752 2903 2903 19093 1024 native
wang2/wang2.mtx 0.566876 2903 2903 19093 1024 opencl
wang2/wang2.mtx 0.277201 2903 2903 19093 1024 clgpu
wang3/wang3.mtx 0.623872 26064 26064 177168 1024 native
wang3/wang3.mtx 0.944166 26064 26064 177168 1024 opencl
wang3/wang3.mtx 0.460866 26064 26064 177168 1024 clgpu
wang4/wang4.mtx 0.610177 26068 26068 177196 1024 native
wang4/wang4.mtx 0.942057 26068 26068 177196 1024 opencl
wang4/wang4.mtx 0.444621 26068 26068 177196 1024 clgpu
Zhao2/Zhao2.mtx 0.547854 33861 33861 166453 1024 native
Zhao2/Zhao2.mtx 1.05607 33861 33861 166453 1024 opencl
Zhao2/Zhao2.mtx 0.494213 33861 33861 166453 1024 clgpu
extr1/extr1.mtx 0.0207799 2837 2837 11407 1024 native
extr1/extr1.mtx 0.544068 2837 2837 11407 1024 opencl
extr1/extr1.mtx 0.288723 2837 2837 11407 1024 clgpu
hydr1/hydr1.mtx 0.049077 5308 5308 23752 1024 native
hydr1/hydr1.mtx 0.573116 5308 5308 23752 1024 opencl
hydr1/hydr1.mtx 0.299618 5308 5308 23752 1024 clgpu
radfr1/radfr1.mtx 0.0197584 1048 1048 13299 1024 native
radfr1/radfr1.mtx 0.552098 1048 1048 13299 1024 opencl
radfr1/radfr1.mtx 0.266448 1048 1048 13299 1024 clgpu
rdist1/rdist1.mtx 0.15572 4134 4134 94408 1024 native
rdist1/rdist1.mtx 0.647021 4134 4134 94408 1024 opencl
rdist1/rdist1.mtx 0.319937 4134 4134 94408 1024 clgpu
rdist2/rdist2.mtx 0.083832 3198 3198 56934 1024 native
rdist2/rdist2.mtx 0.623853 3198 3198 56934 1024 opencl
rdist2/rdist2.mtx 0.31276 3198 3198 56934 1024 clgpu
rdist3a/rdist3a.mtx 0.0975754 2398 2398 61896 1024 native
rdist3a/rdist3a.mtx 0.653072 2398 2398 61896 1024 opencl
rdist3a/rdist3a.mtx 0.301834 2398 2398 61896 1024 clgpu
k3plates/k3plates.mtx 1.1539 11107 11107 378927 1024 native
k3plates/k3plates.mtx 1.16045 11107 11107 378927 1024 opencl
k3plates/k3plates.mtx 0.607111 11107 11107 378927 1024 clgpu
m3plates/m3plates.mtx 0.0203724 11107 11107 6639 1024 native
m3plates/m3plates.mtx 0.583746 11107 11107 6639 1024 opencl
m3plates/m3plates.mtx 0.314463 11107 11107 6639 1024 clgpu
qa8fm/qa8fm.mtx 5.27812 66127 66127 1660579 1024 native
qa8fm/qa8fm.mtx 3.29114 66127 66127 1660579 1024 opencl
qa8fm/qa8fm.mtx 1.81391 66127 66127 1660579 1024 clgpu
bcsstk39/bcsstk39.mtx 6.32596 46772 46772 2089294 1024 native
bcsstk39/bcsstk39.mtx 4.23545 46772 46772 2089294 1024 opencl
bcsstk39/bcsstk39.mtx 2.03966 46772 46772 2089294 1024 clgpu
pkustk01/pkustk01.mtx 2.81764 22044 22044 979380 1024 native
pkustk01/pkustk01.mtx 2.15404 22044 22044 979380 1024 opencl
pkustk01/pkustk01.mtx 1.16499 22044 22044 979380 1024 clgpu
pkustk02/pkustk02.mtx 2.18465 10800 10800 810000 1024 native
pkustk02/pkustk02.mtx 1.81808 10800 10800 810000 1024 opencl
pkustk02/pkustk02.mtx 0.993592 10800 10800 810000 1024 clgpu
pkustk03/pkustk03.mtx 8.88038 63336 63336 3130416 1024 native
pkustk03/pkustk03.mtx 5.73055 63336 63336 3130416 1024 opencl
pkustk03/pkustk03.mtx 2.77747 63336 63336 3130416 1024 clgpu
pkustk05/pkustk05.mtx 6.18817 37164 37164 2205144 1024 native
pkustk05/pkustk05.mtx 4.3875 37164 37164 2205144 1024 opencl
pkustk05/pkustk05.mtx 2.04606 37164 37164 2205144 1024 clgpu
pkustk06/pkustk06.mtx 7.16979 43164 43164 2571768 1024 native
pkustk06/pkustk06.mtx 4.86067 43164 43164 2571768 1024 opencl
pkustk06/pkustk06.mtx 2.33413 43164 43164 2571768 1024 clgpu
pkustk07/pkustk07.mtx 6.17095 16860 16860 2418804 1024 native
pkustk07/pkustk07.mtx 4.3154 16860 16860 2418804 1024 opencl
pkustk07/pkustk07.mtx 2.14108 16860 16860 2418804 1024 clgpu
pkustk08/pkustk08.mtx 8.21954 22209 22209 3226671 1024 native
pkustk08/pkustk08.mtx 5.4398 22209 22209 3226671 1024 opencl
pkustk08/pkustk08.mtx 2.74292 22209 22209 3226671 1024 clgpu
pkustk10/pkustk10.mtx 11.9898 80676 80676 4308984 1024 native
pkustk10/pkustk10.mtx 7.38577 80676 80676 4308984 1024 opencl
pkustk10/pkustk10.mtx 3.70243 80676 80676 4308984 1024 clgpu
pkustk11/pkustk11.mtx 14.5817 87804 87804 5217912 1024 native
pkustk11/pkustk11.mtx 8.81697 87804 87804 5217912 1024 opencl
pkustk11/pkustk11.mtx 4.33896 87804 87804 5217912 1024 clgpu
pkustk12/pkustk12.mtx 20.1527 94653 94653 7512317 1024 native
pkustk12/pkustk12.mtx 11.8289 94653 94653 7512317 1024 opencl
pkustk12/pkustk12.mtx 6.51244 94653 94653 7512317 1024 clgpu
pkustk13/pkustk13.mtx 17.8516 94893 94893 6616827 1024 native
pkustk13/pkustk13.mtx 10.7406 94893 94893 6616827 1024 opencl
pkustk13/pkustk13.mtx 5.77534 94893 94893 6616827 1024 clgpu
pivtol/pivtol.mtx 0.000624809 102 102 306 1024 native
pivtol/pivtol.mtx 0.516213 102 102 306 1024 opencl
pivtol/pivtol.mtx 0.26034 102 102 306 1024 clgpu
kim1/kim1.mtx 3.00343 38415 38415 933195 1024 native
kim1/kim1.mtx 2.19051 38415 38415 933195 1024 opencl
kim1/kim1.mtx 1.21197 38415 38415 933195 1024 clgpu
comsol/comsol.mtx 0.150515 1500 1500 97645 1024 native
comsol/comsol.mtx 0.671632 1500 1500 97645 1024 opencl
comsol/comsol.mtx 0.326569 1500 1500 97645 1024 clgpu
barth_other/barth.mtx 0.15529 6691 6691 46187 1024 native
barth_other/barth.mtx 0.620024 6691 6691 46187 1024 opencl
barth_other/barth.mtx 0.31173 6691 6691 46187 1024 clgpu
barth4_other/barth4.mtx 0.0553595 6019 6019 40965 1024 native
barth4_other/barth4.mtx 0.603652 6019 6019 40965 1024 opencl
barth4_other/barth4.mtx 0.297621 6019 6019 40965 1024 clgpu
bodyy4/bodyy4.mtx 0.297778 17546 17546 121938 1024 native
bodyy4/bodyy4.mtx 0.873107 17546 17546 121938 1024 opencl
bodyy4/bodyy4.mtx 0.386373 17546 17546 121938 1024 clgpu
bodyy5/bodyy5.mtx 0.309308 18589 18589 129281 1024 native
bodyy5/bodyy5.mtx 0.887724 18589 18589 129281 1024 opencl
bodyy5/bodyy5.mtx 0.395339 18589 18589 129281 1024 clgpu
bodyy6/bodyy6.mtx 0.354607 19366 19366 134748 1024 native
bodyy6/bodyy6.mtx 0.883047 19366 19366 134748 1024 opencl
bodyy6/bodyy6.mtx 0.40438 19366 19366 134748 1024 clgpu
commanche_dual/commanche_dual.mtx 0.039111 7920 7920 31680 1024 native
commanche_dual/commanche_dual.mtx 0.586294 7920 7920 31680 1024 opencl
commanche_dual/commanche_dual.mtx 0.309546 7920 7920 31680 1024 clgpu
mesh1e1/mesh1e1.mtx 0.000915248 48 48 306 1024 native
mesh1e1/mesh1e1.mtx 0.528625 48 48 306 1024 opencl
mesh1e1/mesh1e1.mtx 0.252828 48 48 306 1024 clgpu
mesh1em1/mesh1em1.mtx 0.000948376 48 48 306 1024 native
mesh1em1/mesh1em1.mtx 0.508643 48 48 306 1024 opencl
mesh1em1/mesh1em1.mtx 0.250884 48 48 306 1024 clgpu
mesh1em6/mesh1em6.mtx 0.000888118 48 48 306 1024 native
mesh1em6/mesh1em6.mtx 0.522712 48 48 306 1024 opencl
mesh1em6/mesh1em6.mtx 0.273857 48 48 306 1024 clgpu
mesh2e1/mesh2e1.mtx 0.0049213 306 306 2018 1024 native
mesh2e1/mesh2e1.mtx 0.520882 306 306 2018 1024 opencl
mesh2e1/mesh2e1.mtx 0.268907 306 306 2018 1024 clgpu
mesh2em5/mesh2em5.mtx 0.00647764 306 306 2018 1024 native
mesh2em5/mesh2em5.mtx 0.52769 306 306 2018 1024 opencl
mesh2em5/mesh2em5.mtx 0.268163 306 306 2018 1024 clgpu
mesh3em5/mesh3em5.mtx 0.00351325 289 289 1889 1024 native
mesh3em5/mesh3em5.mtx 0.522064 289 289 1889 1024 opencl
mesh3em5/mesh3em5.mtx 0.278327 289 289 1889 1024 clgpu
onera_dual/onera_dual.mtx 2.30093 85567 85567 419201 1024 native
onera_dual/onera_dual.mtx 1.61529 85567 85567 419201 1024 opencl
onera_dual/onera_dual.mtx 1.03657 85567 85567 419201 1024 clgpu
pwt_b/pwt.mtx 1.17345 36519 36519 326107 1024 native
pwt_b/pwt.mtx 1.3072 36519 36519 326107 1024 opencl
pwt_b/pwt.mtx 0.698605 36519 36519 326107 1024 clgpu
shuttle_eddy/shuttle_eddy.mtx 0.148477 10429 10429 103599 1024 native
shuttle_eddy/shuttle_eddy.mtx 0.717195 10429 10429 103599 1024 opencl
shuttle_eddy/shuttle_eddy.mtx 0.363801 10429 10429 103599 1024 clgpu
skirt/skirt.mtx 0.624111 12598 12598 196520 1024 native
skirt/skirt.mtx 0.911527 12598 12598 196520 1024 opencl
skirt/skirt.mtx 0.418955 12598 12598 196520 1024 clgpu
sphere2/sphere2.mtx 0.000746999 66 66 450 1024 native
sphere2/sphere2.mtx 0.510048 66 66 450 1024 opencl
sphere2/sphere2.mtx 0.256799 66 66 450 1024 clgpu
sphere3/sphere3.mtx 0.00257995 258 258 1794 1024 native
sphere3/sphere3.mtx 0.51392 258 258 1794 1024 opencl
sphere3/sphere3.mtx 0.272511 258 258 1794 1024 clgpu
tandem_dual/tandem_dual.mtx 2.51763 94069 94069 460493 1024 native
tandem_dual/tandem_dual.mtx 1.66649 94069 94069 460493 1024 opencl
tandem_dual/tandem_dual.mtx 1.13009 94069 94069 460493 1024 clgpu
tandem_vtx/tandem_vtx.mtx 0.885033 18454 18454 253350 1024 native
tandem_vtx/tandem_vtx.mtx 1.05597 18454 18454 253350 1024 opencl
tandem_vtx/tandem_vtx.mtx 0.511137 18454 18454 253350 1024 clgpu
fv2/fv2.mtx 0.0983341 9801 9801 87025 1024 native
fv2/fv2.mtx 0.698984 9801 9801 87025 1024 opencl
fv2/fv2.mtx 0.351005 9801 9801 87025 1024 clgpu
fv3/fv3.mtx 0.0978855 9801 9801 87025 1024 native
fv3/fv3.mtx 0.701834 9801 9801 87025 1024 opencl
fv3/fv3.mtx 0.348059 9801 9801 87025 1024 clgpu
heart1/heart1.mtx 3.4249 3557 3557 1387773 1024 native
heart1/heart1.mtx 2.49712 3557 3557 1387773 1024 opencl
heart1/heart1.mtx 1.37697 3557 3557 1387773 1024 clgpu
heart2/heart2.mtx 1.68338 2339 2339 682797 1024 native
heart2/heart2.mtx 1.56835 2339 2339 682797 1024 opencl
heart2/heart2.mtx 0.886347 2339 2339 682797 1024 clgpu
heart3/heart3.mtx 1.70148 2339 2339 682797 1024 native
heart3/heart3.mtx 1.55234 2339 2339 682797 1024 opencl
heart3/heart3.mtx 0.858386 2339 2339 682797 1024 clgpu
lung1/lung1.mtx 0.0109348 1650 1650 7419 1024 native
lung1/lung1.mtx 0.544496 1650 1650 7419 1024 opencl
lung1/lung1.mtx 0.27925 1650 1650 7419 1024 clgpu
lung2/lung2.mtx 1.96409 109460 109460 492564 1024 native
lung2/lung2.mtx 1.75225 109460 109460 492564 1024 opencl
lung2/lung2.mtx 1.23334 109460 109460 492564 1024 clgpu
stomach/stomach.mtx 11.0294 213360 213360 3021648 1024 native
stomach/stomach.mtx 6.1674 213360 213360 3021648 1024 opencl
stomach/stomach.mtx 3.29863 213360 213360 3021648 1024 clgpu
torso1/torso1.mtx 21.8334 116158 116158 8516500 1024 native
torso1/torso1.mtx 14.6858 116158 116158 8516500 1024 opencl
torso1/torso1.mtx 7.77702 116158 116158 8516500 1024 clgpu
torso3/torso3.mtx 15.8982 259156 259156 4429042 1024 native
torso3/torso3.mtx 8.7139 259156 259156 4429042 1024 opencl
torso3/torso3.mtx 4.46501 259156 259156 4429042 1024 clgpu
e40r0100/e40r0100.mtx 1.64872 17281 17281 553562 1024 native
e40r0100/e40r0100.mtx 1.55111 17281 17281 553562 1024 opencl
e40r0100/e40r0100.mtx 0.818864 17281 17281 553562 1024 clgpu
shermanACa/shermanACa.mtx 0.0753179 3432 3432 25220 1024 native
shermanACa/shermanACa.mtx 1.43122 3432 3432 25220 1024 opencl
shermanACa/shermanACa.mtx 0.294291 3432 3432 25220 1024 clgpu
shermanACb/shermanACb.mtx 0.452299 18510 18510 145149 1024 native
shermanACb/shermanACb.mtx 4.98426 18510 18510 145149 1024 opencl
shermanACb/shermanACb.mtx 0.442382 18510 18510 145149 1024 clgpu
shermanACd/shermanACd.mtx 0.149044 6136 6136 53329 1024 native
shermanACd/shermanACd.mtx 1.66398 6136 6136 53329 1024 opencl
shermanACd/shermanACd.mtx 0.329623 6136 6136 53329 1024 clgpu
landmark/landmark.mtx 3.24081 71952 2704 1151232 1024 native
landmark/landmark.mtx 2.43613 71952 2704 1151232 1024 opencl
landmark/landmark.mtx 1.32426 71952 2704 1151232 1024 clgpu
cage3/cage3.mtx 3.7853e-05 5 5 19 1024 native
cage3/cage3.mtx 0.5164 5 5 19 1024 opencl
cage3/cage3.mtx 0.273375 5 5 19 1024 clgpu
cage4/cage4.mtx 9.3017e-05 9 9 49 1024 native
cage4/cage4.mtx 0.516813 9 9 49 1024 opencl
cage4/cage4.mtx 0.263671 9 9 49 1024 clgpu
cage5/cage5.mtx 0.000595444 37 37 233 1024 native
cage5/cage5.mtx 0.533184 37 37 233 1024 opencl
cage5/cage5.mtx 0.269072 37 37 233 1024 clgpu
cage7/cage7.mtx 0.00694268 340 340 3084 1024 native
cage7/cage7.mtx 0.524737 340 340 3084 1024 opencl
cage7/cage7.mtx 0.272933 340 340 3084 1024 clgpu
cage8/cage8.mtx 0.0182632 1015 1015 11003 1024 native
cage8/cage8.mtx 0.537004 1015 1015 11003 1024 opencl
